商品コード,タイトル,販売価格（税抜）,販売価格（税込）,販売価格変更日
2100203904018,（ＳＥＰＡ）精霊獣使い　レラ,1091,1200,20250604
2100207446644,（ＳＲ）ＢＦ?大旆のヴァーユ,255,281,00000000
2100207446743,（ＳＥ）ＢＦＴ?漆黒のホーク・ジョー,182,200,00000000
2100204008586,（ＡＲ）テツノドクガ,182,200,20250528
2100205411521,（ＣＳＲ）れんげきウーラオスＶＭＡＸ,727,800,20250205
2100207007135,（ＵＲ）カウンターキャッチャー,3636,4000,20250806
2100202843950,（ＳＲ）イッカネズミｅｘ,455,500,20250312
2100207049388,（ＡＲ）ラプラス,273,300,20250319
2100202883512,（ＳＲ）冒険家の発見,727,800,20250604
2100202949010,（レア無）熱血武闘　カツキング,182,200,00000000
2100202949027,（レア無）熱血武闘　カツキング,182,200,00000000
2100204447996,（ＳＲ）イッカネズミｅｘ,455,500,20250312
2100204482515,（ＡＲ）メリープ,727,800,20250625
2100205838625,（ＳＲ）リップ,455,500,20250531
2100216246495,（Ｋ）かがやくヒスイオオニューラ,182,200,20250719
2100216282059,（ＳＲ）ＭＭＭ?ジョーキング,273,300,20250329
2100217360695,（Ｓ）イッカネズミ,182,200,00000000
2100215014132,（ＳＲ）グルーシャ,727,800,20250709
2100215014149,（ＳＲ）サンダーｅｘ,545,600,20250212
2100215754106,（ＵＲ）ロストスイーパー,727,800,20250514
2100215754168,（ＡＲ）キュワワー,273,300,20250528
2100217393112,（Ｒ）終止の時計　ザ・ミュート,1818,2000,20250510
2100215767526,（ＳＲ）ヒスイゾロアークＶ,364,400,00000000
2100215767601,（ＳＲ）リップ,455,500,20250531
2100215849826,（ＳＲ）カイリキーＶ,364,400,00000000
2100216739393,（ＳＲ）深淵の神獣ディス・パテル,182,200,20250122
2100216739409,（ＳＲ）深淵の神獣ディス・パテル,182,200,20250122
2100216794408,（ＶＲ）偽りの悪魔神王　デス・マリッジ,255,281,00000000
2100216794521,（ＶＲ）ジャッジメント・タイム,255,281,00000000
2100216794668,（Ｃ）勝利のプリンプリン,182,200,20250329
2100217589508,（ＣＲ）海亀壊獣ガメシエル,182,200,20250402
2100216219161,（ＱＳＥ）ＴＧ　グレイヴ・ブラスター,364,400,20250510
2100212278933,（ＳＲ）ふりそで,2727,3000,20250723
2100212278940,（ＳＡＲ）シロナの覇気,5455,6000,20250621
2100212383866,（ＡＲ）ＤＤＤ呪血王サイフリート,109,120,20250705
2100213211694,（ＱＳＥ）アロマセラフィ?ジャスミン,1364,1500,20250709
2100213211755,（ＵＲ）増殖するＧ,273,300,20250528
2100213211823,（ＳＥ）閃刀姫?アザレア・テンペランス,1818,2000,20250628
2100213211830,（ＳＲ）宿神像ケルドウ,728,801,00000000
2100213876497,（ＱＳＥ）オッドアイズ・アブソリュート・ドラゴン,727,800,20250326
2100213911099,（ＵＲ）灰流うらら,182,200,20250226
2100213911112,（ＵＲ）マシンナーズ・メタルクランチ,364,400,00000000
2100213911310,（ＳＲ）昇華騎士?エクスパラディン,182,200,20250201
2100213911341,（２０ＳＥ）ヴァレルエンド・ドラゴン,1364,1500,00000000
2100213247990,（ＳＲ）ＭＭＭ?ジョーキング,273,300,20250329
2100213911525,（ＣＲ）海亀壊獣ガメシエル,182,200,20250402
2100211535068,（ＳＥ）厄災の星ティ・フォン,2273,2500,20250625
2100213418338,（ＳＲ）アスナ,2727,3000,20250517
2100214137115,（ＳＲ）ゼイユ,1364,1500,20250524
2100211737790,（ＱＳＥ）サテライト・ウォリアー,273,300,00000000
2100212554174,（ＶＲ）ナーガの海黒環,228,251,00000000
2100212554211,（ＶＲ）邪杯と魔術の決断,228,251,00000000
2100213468432,（Ｃ）Ａ）予言者クルト　ＧＳ,273,300,00000000
2100213468586,（ＳＲ）Ｇｏｄ　ｏｆ　Ｄｒｅａｍ／Ｇｒｅｎａｄｅ　ｏｆ　Ｄ?,1364,1500,20250628
2100213468661,（ＶＲ）Ｄの妖艶　マッド・デッド・ウッド,364,400,20250430
2100212689920,（Ｓ）ワッカネズミ,182,200,00000000
2100214220176,（ＡＲ）オシリスの天空竜,2273,2500,20250122
2100211893830,（ＳＲ）氷水啼エジル・ギュミル,182,200,00000000
2100211893854,（ＢＳ）世海龍ジーランティス,273,300,20250524
2100213581599,（ＡＲ）チャデス,273,300,20250428
2100213581650,（ＡＲ）カジッチュ,273,300,20250503
2100212768199,（ＯＲＲ）オールラヴ・ゴッデス,909,1000,20250528
2100212776446,（ＳＲ）博士の研究,455,500,20250428
2100212866949,（ＵＲ）クリスタルウィング・シンクロ・ドラゴン,182,200,20250219
2100212202563,(ＵＲ)装魂竜ガイギアス,273,300,20250308
2100212215792,（ＳＲＰ）ミラージュ・ドラゴン,182,200,20250319
2100212215891,（ＵＲ）白銀の城のラビュリンス,364,400,00000000
2100221148166,（ＵＲ）ヴァレルロード・Ｆ・ドラゴン,273,300,20250402
2100222071654,（ＳＲ）マギアナＶ,273,300,00000000
2100220324561,（ＳＲ）サンダーｅｘ,545,600,20250212
2100221796978,（ＳＲ）ダンサー,727,800,20250604
2100221797074,（ＳＲ）マスタードいちげきのかた,364,400,00000000
2100220382943,（ＳＲ）ヒナツ,1818,2000,20250723
2100221811596,（ＶＲ）超光喜　エルボロム,273,300,20250712
2100220824474,（ＳＲ）ペリーラ,455,500,20250312
2100220416907,（ＳＲ）白き森のアステーリャ,136,150,20250705
2100220416938,（ＳＲ）白き森のアステーリャ,136,150,20250705
2100220417010,（ＵＲ）原罪のディアベルゼ,182,200,20250607
2100220417027,（ＵＲ）原罪のディアベルゼ,182,200,20250607
2100221977537,（ＵＲ）マスター・オブ・セブンスロード,364,400,20250604
2100220923504,（ＡＲ）ダイノーズ,182,200,20250423
2100220982648,（ＳＲ）ブロロロームｅｘ,273,300,00000000
2100222008261,（ＱＳＥ）クロノダイバー・リダン,545,600,20250716
2100220175170,（ＳＲ）死神覇王　ブラックＸＥＮＡＲＣＨ,364,400,20250806
2100220175262,（ＳＲ）死神覇王　ブラックＸＥＮＡＲＣＨ,364,400,20250806
2100220175545,（Ｒ）「光魔の鎧」,1364,1500,00000000
2100218494559,（Ｓ）ホゲータ,364,400,20250222
2100219720091,（Ｓ）レントラー,364,400,20250222
2100218009791,（ＳＥ）ウィッチクラフト・ハイネ,182,200,20250528
2100218009845,（ＵＲ）灰流うらら,182,200,20250226
2100218009951,（ＱＳＥ）斬機シグマ,545,600,20250322
2100219303652,（ＡＲ）リザード,727,800,20250628
2100219303690,（ＳＲ）ハピナスｅｘ,364,400,20250531
2100218760630,（ＡＲ）ランクルス,273,300,20250510
2100218760685,（ＰＲ）メルメタルＶ,255,281,00000000
2100218765741,（ＳＲ）ツツジ,1364,1500,20250604
2100219351172,（ＶＲ）新世界王の破壊／新世界秩序,346,381,00000000
2100219994003,（ＳＥ）守護神官マナ,273,300,20250514
2100219994010,（ＳＥ）守護神官マナ,273,300,20250514
2100218772220,（ＳＲ）パラソルおねえさん,1091,1200,20250604
2100218772381,（レア無）ラウドボーンｅｘ,455,501,00000000
2100218772602,（ＳＲ）ライム,364,400,20250125
2100219352117,（ＳＲ）ボルバルザーク・エクス,545,600,20250326
2100219492127,（ＳＲ）ルリナ,2273,2500,20250604
2100219504134,（ＳＡＲ）ネルケ,727,800,20250517
2100219525320,（ＭＡＳ）サッヴァークＤＧ,346,381,00000000
2100217730528,（ＳＲ）ハヤト,364,400,00000000
2100218468895,（ＡＲ）Ｅ・ＨＥＲＯ　コスモ・ネオス,182,200,00000000
2100218985538,（Ｓ）メタモン,545,600,20250517
2100218985644,（ＡＲ）サマヨール,273,300,20250531
2100218469229,（ＳＲ）破械神の禍霊,109,120,20250705
2100218469298,（Ｎ）ＳＲビーダマシーン,255,281,00000000
2100222995356,（ＳＲ）デンボク,273,300,00000000
2100223701123,（ＳＲ）アカマツ,1364,1500,20250604
2100223719128,（ＫＧＭ）Ｂ箔押し）禁断竜王　Ｖｏｌ?Ｖａｌ?８,4545,5000,20250326
2100222748471,（レア無）メンデルスゾーン,182,200,00000000
2100223885656,（ＳＥ）ベリーフレッシュ・プレジャー,455,501,00000000
2100223885687,（ＳＲ）天堂始終の面妖姫,273,300,00000000
2100223889562,（ＳＥ）エクスキューティー・リュミエル・Ｆ,727,800,20250531
2100223298340,（ＳＥ）紅涙の魔ラクリモーサ,1364,1500,20250423
2100223631055,（ＡＲ）フィオネ,273,300,20250503
2100222428496,（ＵＲ）ゴージャスマント,1091,1200,20250614
2100226583290,（ＵＲ）ブラック・マジシャン・ガール,455,500,20250326
2100225522788,（ＯＲＲ）トランザム・プライム・フルアーマーノヴァ,727,800,20250326
2100226645318,（ＵＲ）白銀の城のラビュリンス,364,400,00000000
2100225878625,（ＯＲＲ）アビスレイヤー・クインティアマット,273,300,00000000
2100225878694,（ＳＲ）メイドのいたずら,273,300,20250308
2100226702967,（ＶＲ）百威と族絆の決断,182,200,20250122
2100226702981,（Ｒ）Ｔ・Ｔ・Ｔ,273,300,20250409
2100226730229,（ＵＲ）重紅動の超越撃速竜,136,150,20250802
2100225638779,（ＡＲ）ラビフット,273,300,20250702
2100226769199,（ＳＲ）ブルー・インパルス／「真実を見極めよ、ジョニー！」,1364,1500,20250806
2100226383302,（ＳＲ）終末縫合王　ザ＝キラー・キーナリー,2273,2500,20250614
2100226388956,（ＳＲ）ツツジ,1364,1500,20250604
2100226814813,（ＳＲ）オリジンパルキアＶ,727,800,20250604
2100226814936,（ＳＡＲ）オモダカ,909,1000,20250531
2100226000995,（ＳＡＲ）ブロロロームｅｘ,545,600,20250517
2100226001039,（ＳＲ）サーフゴーｅｘ,546,601,00000000
2100225746566,（ＳＲ）ボルシャック・ドリーム・ドラゴン,1364,1500,20250625
2100226045118,（ＵＲ）スーパーエネルギー回収,1364,1500,20250604
2100226491427,（ＡＲ）ランクルス,273,300,20250510
2100224941344,（ＥＸＳＥ）臨界竜ゲートブリジオ,2727,3000,20250528
2100224941399,（ＳＲ）クリシュナード・ウィッチ,182,200,00000000
2100224941436,（ＳＥ）胸元Ｖ字）クリシュナード・ウィッチ,545,600,20250528
2100224184215,（ＶＲ）烈火大聖　ソンクン,1818,2000,20250524
2100224596629,（ＳＲ）ガチグマアカツキｅｘ,364,400,20250402
2100225380173,（ＳＥＰＡ）インフェルノイド・デカトロン,1364,1500,20250604
2100225380234,（ＳＥ）インフェルノイド・アシュメダイ,273,300,20250517
2100225380258,（ＳＥ）インフェルノイド・ベルフェゴル,455,500,20250716
2100225380296,（ＳＥ）インフェルノイド・リリス,364,400,20250806
2100224753947,（ＳＡＲ）サンダーｅｘ,10909,12000,20250618
2100228332094,（ＳＲ）ルリナ,2273,2500,20250604
2100228765793,（ＳＥ）麗の魔妖?妖狐,182,200,20250510
2100228765847,（ＬＥＧ）時の革命　ミラダンテ,528,581,00000000
2100228108224,（ＳＲ）博士の研究,455,500,20250428
2100228199758,（ＵＲ）賜炎の咎姫,455,500,20250423
2100228199765,（ＵＲ）賜炎の咎姫,455,500,20250423
2100228199826,（ＳＲ）白き森のリゼット,455,500,20250614
2100228232189,（Ｋ）かがやくリザードン,273,300,00000000
2100227724074,（ＳＲ）イリュージョン・オブ・カオス,182,200,20250730
2100227571562,（ＲＲ）ロイヤルデモンズ・ヘヴィメタル,364,400,00000000
2100227571579,（ＲＲ）ロイヤルデモンズ・ヘヴィメタル,364,400,00000000
2100227571593,（ＲＲ）連撃竜ドラギアス,182,200,20250419
2100227571609,（ＲＲ）ＣＡＮ?Ｒｅ：Ｄ,273,300,20250308
2100227571630,（ＲＲ）セブンスロード・マジシャン,364,400,20250614
2100227571708,（ＳＲ）花牙クノイチ・エトランゼ,182,200,20250604
2100227571715,（ＳＲ）花牙クノイチ・エトランゼ,182,200,20250604
2100227571722,（ＳＲ）花牙クノイチ・エトランゼ,182,200,20250604
2100227093606,（ＳＲ）ＳＳＳ級天災　デッドダムド,455,500,20250416
2100227093996,（ＳＲ）超次元の王家,545,600,20250531
2100227094276,（Ｃ）ボルシャック・栄光・ルピア,545,600,20250326
2100227094283,（Ｒ）天災　デドダム,273,300,20250125
2100227094313,（Ｒ）天災　デドダム,273,300,20250125
2100227094351,（ＳＥＣ）侵略）轟く侵略　レッドゾーン,1364,1500,20250315
2100227094443,（ＳＲ）龍素記号ｗＤ　サイクルペディア,545,600,20250423
2100227094665,（ＶＲ）芸魔隠狐　カラクリバーシ,273,300,20250618
2100227094672,（ＶＲ）芸魔隠狐　カラクリバーシ,273,300,20250618
2100227095297,（ＶＲ）新世界王の創造／新世界秩序,273,300,00000000
2100227095310,（ＶＲ）新世界王の創造／新世界秩序,273,300,00000000
2100227095426,（Ｒ）忍鎖の聖沌　９４ｎｍ４,364,400,20250405
2100227957649,（ＵＲ）なかよしポフィン,4545,5000,20250730
2100227957663,（ＳＡＲ）トドロクツキｅｘ,5455,6000,20250611
2100230487812,（ＳＲ）ボスの指令,1364,1500,20250730
2100231021886,（ＳＲ）ミモザ,2727,3000,20250723
2100230487867,（ＳＲ）ボスの指令,1091,1200,20250531
2100230775605,（ＳＲ）キチキギスｅｘ,1818,2000,20250607
2100231153730,（ＳＲ）メメント・ダークソード,136,150,20250705
2100231153761,（ＳＥ）メメント・メイス,136,150,20250705
2100231153815,（ＳＲ）メメント・シーホース,136,150,20250705
2100231162978,（ＳＲ）ヒナツ,1818,2000,20250723
2100229919737,（ＳＲ）サザレ,1091,1200,20250604
2100229321875,（ＳＲ）Ｇｏｄ　ｏｆ　Ｄｒｅａｍ／Ｇｒｅｎａｄｅ　ｏｆ　Ｄ?,1364,1500,20250628
2100231550935,（ＳＳＲ）オンバーンｅｘ,182,200,00000000
2100231205187,（Ｓ）ネイティ,364,400,00000000
2100231415128,（ＱＳＥ）メルフィー・キャシィ,545,600,20250326
2100231415340,（ＭＲ）ミラー仕様）ニョロゾ（マスターボール柄）,1364,1500,20250312
2100231458194,（ＳＡＲ）ネモ,1091,1200,20250611
2100231620928,（ＳＲ）ガチグマアカツキｅｘ,364,400,20250402
2100231475771,（ＳＡＲ）フシギバナｅｘ,10909,12000,20250618
2100231475849,（ＳＡＲ）ウェーニバルｅｘ,1818,2000,20250614
2100231475863,（ＳＲ）アローラナッシーＶ,273,300,00000000
2100231475887,（ＳＲ）オルティガ,455,500,20250125
2100231620973,（ＳＲ）ビリジオンＶ,273,300,00000000
2100231621000,（ＳＲ）ダイオウドウｅｘ,273,300,00000000
2100231621048,（ＳＲ）イキリンコｅｘ,364,400,20250226
2100231621055,（ＳＡＲ）ヒスイダイケンキＶＳＴＡＲ,727,800,20250618
2100231621123,（ＳＲ）ビリジオンＶ,273,300,00000000
2100231621154,（ＳＲ）ドンカラスＶ,364,400,20250802
2100231476068,（ＳＲ）シンオウの仲間たち,1091,1200,20250514
2100231476075,（ＳＲ）シンオウの仲間たち,1091,1200,20250514
2100231476112,（ＳＡＲ）シロナの覇気,5455,6000,20250621
